Delta,Theta,Alpha,Beta,Mean,StdDev,Variance,Kurtosis,Skewness,SEF95,KComplexCount,SpindleCount,SleepStage,Subject,DataType
860.578327705658,294.796245159351,117.450566989036,2112.73992596584,0.445070237484304,70.2836856033456,4939.79646198993,36.9203868493959,1.93487221696362,14.0380859375,6,75,Wake,S1,EEGsec_Features
1260.95184174384,296.286844379716,116.798386953425,2227.55707480278,-1.10533678228303,74.4454138892715,5542.11964914494,42.7353781840559,-2.43286832812168,14.0380859375,9,122,Wake,S1,EEGsec_Features
1228.11318490358,316.293594707566,100.823876756495,2173.97684707826,-1.86450976883513,93.0512568006278,8658.53639217638,119.20778826448,-5.25522224302363,14.0380859375,8,119,Wake,S1,EEGsec_Features
809.509077995344,364.153489088466,156.673026590016,2198.67350832805,1.87457860831917,96.9669860997677,9402.59639327253,184.635613201059,7.12805729484929,14.0380859375,8,124,Wake,S1,EEGsec_Features
1135.45387431324,232.822616151001,124.777517967022,2109.7313381504,-0.591034562288814,68.8560651981411,4741.15771457065,27.5365447845667,-1.64487704049221,14.0380859375,7,96,Wake,S1,EEGsec_Features
1101.62860019968,306.686967105082,129.07224251912,2252.4279886404,0.0197281901386748,89.5996007070688,8028.08844686617,102.098453793418,-3.73297065310896,14.0380859375,7,88,Wake,S1,EEGsec_Features
939.161743638901,274.599273590205,133.767893338624,2270.06087522096,1.65233198474094,95.1680910648476,9056.96555692713,168.484686683334,6.47115995248044,14.0380859375,7,131,Wake,S1,EEGsec_Features
1069.49988978398,289.960120478276,111.710522714473,2160.17207409217,0.701211511016995,66.9552139363004,4483.00067325576,13.5503760767943,0.704653080688399,14.0380859375,6,71,Wake,S1,EEGsec_Features
1058.36979674162,289.443113509888,120.610754287655,2245.10059773442,-0.208179786232691,75.0302095518041,5629.53234538764,35.7583965207961,-1.6127697460133,14.0380859375,7,76,Wake,S1,EEGsec_Features
1039.83369766411,293.452330507614,142.180217655183,2289.66852868273,0.354698312221979,84.0742414012917,7068.47806720267,112.471306038784,4.14835203567236,14.0380859375,7,121,Wake,S1,EEGsec_Features
1079.72032179126,242.934688365514,132.645379565581,2202.69667992104,0.576062242098028,70.1647513182322,4923.09232754937,21.5208087131752,1.35862750151215,14.0380859375,8,100,Wake,S1,EEGsec_Features
1162.58935854053,328.239834318536,89.9309994294405,2188.50970604368,0.258524159339018,75.1270397583245,5644.07210284886,33.5859974703186,-0.612092610503284,14.0380859375,10,100,Wake,S1,EEGsec_Features
1094.82822835579,279.101078526139,112.159207430875,2151.24639882359,0.0980176008766158,72.5881223058936,5269.03549989536,41.8565059864812,2.08238335159767,14.0380859375,7,79,Wake,S1,EEGsec_Features
1459.29050141211,326.04816298477,114.141133453352,2120.31195015638,1.33514592144837,75.82317963253,5749.15456958691,53.0144150324662,2.88156686431126,14.0380859375,10,114,Wake,S1,EEGsec_Features
1085.27446461658,239.721290394864,131.376755851667,2154.33253815737,0.688536180182009,70.1133834955089,4915.8865451883,11.5593416106228,-0.207779335842984,14.0380859375,7,116,Wake,S1,EEGsec_Features
1380.92269102415,340.820388992166,99.3041149305293,2131.42287472544,-0.362570847867234,81.1059950967641,6578.18244063632,86.4112243189215,-3.84714784771877,14.0380859375,9,84,Wake,S1,EEGsec_Features
1262.51584739126,256.580425711394,100.558707031755,2319.98076163184,0.147815790786639,102.681417804635,10543.4735623701,105.539537644779,-0.967052808436481,14.0380859375,7,149,Wake,S1,EEGsec_Features
1061.41553715235,383.60602996511,112.410291988542,2215.31656526825,1.07138423721227,82.8499127118591,6864.10803636267,110.040798782993,4.64318184503662,14.0380859375,10,100,Wake,S1,EEGsec_Features
981.429609149574,291.921532809341,110.785119805126,2073.37130059092,-1.1390914089934,69.0832478429887,4772.49513253581,27.7751267651209,-1.86398170765722,14.0380859375,10,114,Wake,S1,EEGsec_Features
1223.2789234583,323.697597952666,119.746087530848,2132.68654816358,-1.77664465192152,128.583310140574,16533.667646707,302.418327744312,-10.0285456207355,15.7470703125,4,132,Wake,S1,EEGsec_Features
1077.6969488982,261.950698601873,113.346843043756,2119.51851547556,0.859757733056293,77.8178858498773,6055.62335814454,54.011667013052,2.49167421930025,14.0380859375,9,107,Wake,S1,EEGsec_Features
1259.03423968373,272.548917322232,117.683078644547,2117.22168210876,1.09421765041293,83.2503371721344,6930.61863927405,79.1648441192656,3.71736767329033,14.0380859375,11,111,Wake,S1,EEGsec_Features
1162.86407260606,290.633792732474,125.401841291689,2106.74739110803,1.8738874449575,83.1436333826818,6912.86377207379,101.927397076625,4.82349462780272,14.0380859375,7,107,Wake,S1,EEGsec_Features
1309.44647557443,260.076187253926,109.184942328868,2159.3005850887,-0.684778934302443,81.0130451988935,6563.11349239795,88.5364759989508,-4.04078833358114,14.0380859375,10,110,Wake,S1,EEGsec_Features
1000.8168807876,271.78692422269,114.218248103026,2309.63042159942,0.686184561511511,64.9975769097872,4224.6850041437,4.3859815836656,0.178380217287225,14.0380859375,6,69,Wake,S1,EEGsec_Features
1283.22198711059,307.420688641263,125.735689214786,2257.42475366421,0.69819664351939,79.0437094483166,6247.9080033499,46.6676106967229,2.40340550724263,14.0380859375,8,117,Wake,S1,EEGsec_Features
1280.4205852969,248.636037063101,84.5931063271808,2169.13944342517,1.37086466337827,83.0168949312475,6891.80484402579,57.932803379182,3.28588250795139,14.0380859375,9,107,Wake,S1,EEGsec_Features
1139.16622863231,256.4644850611,137.673381814641,2050.31654544496,1.00655369120451,67.763454738455,4591.88579809064,18.7308406697409,1.17287803110389,14.0380859375,8,74,Wake,S1,EEGsec_Features
1055.13611969507,270.704142588439,111.317089004734,2130.84250601076,-2.33973597211743,100.334560155416,10067.0239615809,139.951191315348,-6.4563427822132,14.0380859375,4,136,Wake,S1,EEGsec_Features
1041.08308280935,336.172451396773,100.594230714932,2083.14229352007,-0.373758427034036,64.439742543652,4152.48041909215,4.80895399152233,-0.115248529893867,14.0380859375,6,93,Wake,S1,EEGsec_Features
1416.0067990163,312.279162305666,113.372574571632,2219.81443043274,2.59629160911452,109.315411742689,11949.8592444737,157.139106128767,6.84625439310938,14.0380859375,6,135,Wake,S1,EEGsec_Features
951.679527455867,269.608931717374,109.567578030309,2226.12226656064,0.881239102530261,78.3846965350562,6144.16065089285,55.5545819862959,3.06856832767522,14.0380859375,8,110,Wake,S1,EEGsec_Features
1227.17304324608,258.560428383009,131.840093087756,2048.30333339314,-1.53872669399311,82.7927457179439,6854.63874351611,78.1030821059592,-4.18548522448824,14.0380859375,10,119,Wake,S1,EEGsec_Features
1154.61587858532,304.472519842104,122.192228507454,2247.28953598572,0.847811217098641,108.378058115061,11745.8034807915,143.454172423301,4.12844179605668,14.0380859375,9,99,Wake,S1,EEGsec_Features
1003.52275321838,279.919518848278,115.743776787842,2217.56069638006,1.42164351899051,68.644509924465,4712.06874276997,18.5559439562515,1.55114774999385,14.0380859375,7,94,Wake,S1,EEGsec_Features
1159.14277428908,299.440687360488,112.005992294826,2159.44529013464,0.563306221865153,71.1442041998673,5061.49779123242,36.3995989984242,1.92581308506403,14.0380859375,7,101,Wake,S1,EEGsec_Features
1122.0017368915,244.667615605418,119.96511407595,2216.59310156906,1.00805796145732,73.192467062118,5357.13723463922,47.4522691020046,2.71514692419006,14.0380859375,5,89,Wake,S1,EEGsec_Features
987.381483050508,258.840094737148,120.117553205764,2237.72041927894,-0.718277979176597,63.0776258007571,3978.78687666034,6.70323761731651,-0.577871811425103,14.0380859375,9,93,Wake,S1,EEGsec_Features
1095.48027749173,241.905302476047,145.519970047687,2306.27917784635,0.0814702875169831,87.3433115254569,7628.85406823301,71.1881975503282,-1.67816435885772,14.0380859375,4,90,Wake,S1,EEGsec_Features
897.375568214542,279.85040336543,115.510066939738,2159.00892371317,0.13435739929238,61.7353744009612,3811.25645242685,6.00092251846704,0.277209649304905,14.0380859375,13,95,Wake,S1,EEGsec_Features
797.515595740399,324.227451652284,98.794258280585,2160.11844202887,0.386698452848188,63.5991649043901,4044.85377653581,7.54473130777982,0.59146791172531,14.0380859375,9,88,Wake,S1,EEGsec_Features
1149.77196426749,278.942137045555,112.317501337285,2220.41510337612,0.88455795107539,77.3723880147376,5986.48642710311,73.9783483989793,3.35000898124808,14.0380859375,6,110,Wake,S1,EEGsec_Features
982.257035437776,250.646650555467,126.27337879253,2194.44796688407,-0.938880363466134,74.2633236678124,5515.04124219027,48.8763920326752,-2.3951759000385,14.0380859375,14,96,Wake,S1,EEGsec_Features
899.192940983775,340.707861591564,113.951829212476,2234.80588303411,-0.373747842747066,65.1941941088936,4250.2829455081,11.3985258477202,-0.61707502484487,14.0380859375,12,99,Wake,S1,EEGsec_Features
1228.49543234467,344.605319447936,123.359272047034,2181.60291647647,-2.04802279759912,106.804651667333,11407.2336177804,212.330283323646,-7.93576330708371,14.0380859375,6,116,Wake,S1,EEGsec_Features
1360.62368936325,237.147298203799,124.495030259749,2153.50362379428,-0.0562469229774983,65.4877710766761,4288.64816059114,6.45642210761729,0.219525094164823,14.0380859375,9,90,Wake,S1,EEGsec_Features
1196.86422459135,281.17783529403,108.544107657577,2133.06038266786,1.03438852321224,76.3864183330656,5834.8849057541,72.6691606249297,3.91257171285003,14.0380859375,9,95,Wake,S1,EEGsec_Features
1137.62315868678,312.263391762922,133.765807621136,2161.03298590885,1.44491326892405,81.4643311155961,6636.43724411147,82.4905114130724,4.07479219068985,14.0380859375,8,111,Wake,S1,EEGsec_Features
1126.52109076033,246.595390621645,127.645365443696,2218.86313662572,0.0689481010216058,83.8145606908265,7024.88058379624,75.9693894033749,2.71651896572344,14.0380859375,5,94,Wake,S1,EEGsec_Features
1207.45583738898,286.152254021011,128.119484077103,2295.07703567504,-0.450903509738802,98.6361728756672,9729.09459955851,161.728892077336,-5.99800412451264,14.0380859375,8,121,Wake,S1,EEGsec_Features
1145.79259297002,217.276489562229,112.109952229894,2135.46167419208,-1.0797379587588,85.272662008963,7271.42688609484,133.162542138202,-5.23902114738907,14.0380859375,11,117,Wake,S1,EEGsec_Features
1069.15523221579,315.863559275618,108.499314511784,2252.38778564433,0.880831748742639,64.1814592902894,4119.25971663107,5.68487699508213,0.439520191500779,14.0380859375,12,78,Wake,S1,EEGsec_Features
1197.49615004219,288.546262663175,137.727429850088,2051.524447699,1.60258228818422,100.545574742622,10109.4126003242,201.788603852493,7.01848394925036,14.0380859375,8,133,Wake,S1,EEGsec_Features
166.410375937861,28.2120980353428,35.7205718957224,16.166143371453,0.0189244119161406,17.3803678235968,302.07718568352,23.7757569086819,0.862458651934499,13.427734375,7,44,N2,S2,EEG_Features
66.8923968701985,28.9717426418503,26.4030593661645,16.7857429055251,0.581163372162602,26.8098747041933,718.769381654544,275.534131931381,10.6147377875958,14.2822265625,8,10,N2,S2,EEG_Features
69.4514323388891,26.9739738600892,14.7043484485658,10.7432749195511,0.471806189697793,21.926702805172,480.780295906337,131.020775939127,5.62818731990649,13.18359375,9,26,N2,S2,EEG_Features
140.748971534286,25.1492421631101,24.9687607374337,11.0697778366035,-0.180873075678284,13.3470128895919,178.142753074931,5.5850309866722,-0.389173672222198,12.8173828125,9,52,N2,S2,EEG_Features
107.160553542276,32.1024469264052,34.3328966756752,14.4554737908702,-0.305770567904069,21.2701123463064,452.417679224494,65.8628659313757,-3.63963190820418,13.427734375,7,25,N2,S2,EEG_Features
159.788228763736,25.9566406960584,25.1791060590612,14.1388779048386,-0.309289655206099,17.6619773413593,311.945443606688,19.3248872260137,-1.3592323801602,12.3291015625,6,33,N2,S2,EEG_Features
101.511017480379,28.4995437552117,21.8399608872407,15.6371037646778,0.201610693225965,24.0284924801021,577.368450866321,183.335920883629,6.26334496493966,14.7705078125,10,16,N2,S2,EEG_Features
160.76102111341,34.9575161018753,37.9130194128056,19.4199641790565,0.0267700442476259,16.6892591794397,278.531371958511,4.66075034194157,-0.277286171535738,12.5732421875,7,45,N2,S2,EEG_Features
72.0185499470895,24.2306353913676,21.528844691147,12.6081934423626,-0.179046038575725,12.9276010407759,167.122868669471,4.73870479756852,0.0556391637535849,16.11328125,11,40,Wake,S2,EEG_Features
82.025994871984,36.3187936147344,50.8285806690963,44.2590727852944,-0.0594702618345206,19.1343705890114,366.124137837624,9.79390638988141,0.157300666142737,19.04296875,11,12,N2,S2,EEG_Features
53.8379552135614,34.4107790334717,23.7859320157681,14.0111285493736,-0.44081927005687,16.3038345962687,265.815022542488,125.151446645711,-5.71114891670059,17.578125,6,30,N2,S2,EEG_Features
55.4776182733364,22.2803214273455,24.759646097985,15.7074593974761,-0.348894112992579,19.0847523212593,364.227771163812,164.045976416013,-6.70208398288077,14.6484375,5,27,N2,S2,EEG_Features
65.5247382877827,26.6632786630209,34.0844689904858,15.7189397098341,-0.0749735662667818,14.634377958099,214.165018220495,6.93205825785283,0.0186582136794112,15.0146484375,9,37,N2,S2,EEG_Features
178.979342803488,26.6275226869225,38.8800268811923,21.8746856764645,0.00114790009187936,16.8938848615901,285.403345716662,7.16390635836941,0.234881058387086,12.6953125,7,43,N2,S2,EEG_Features
107.313683986713,27.8191849162641,29.301898988828,29.2073893936104,0.366319735817094,19.767170195702,390.74101754585,110.240816164063,4.42983000728608,14.404296875,7,22,N2,S2,EEG_Features
70.8384271248954,21.8821745213171,31.8541381050975,14.3161248379128,-0.314018954051839,17.4048149130376,302.927582157097,65.5682021035845,-3.19526857403284,16.11328125,7,25,N2,S2,EEG_Features
71.783213642475,28.7177732757078,18.550880613529,12.8714110420048,0.143547999862121,20.2363687218039,409.510619044804,82.5637045704865,3.89649279256449,13.18359375,10,27,N2,S2,EEG_Features
186.682172189586,28.7167773198681,33.4548665920386,15.2491168199275,-0.547670976917122,28.7865993576704,828.668302579028,192.733855053421,-7.75466800055304,11.5966796875,8,6,N2,S2,EEG_Features
213.515742280752,27.2271502449331,37.1186129627858,15.2794815919239,-0.00763223488316503,16.4348370645026,270.103869336748,3.86339730923294,-0.0601985670686632,12.451171875,8,38,N2,S2,EEG_Features
285.906409213723,35.7083484118223,50.5915178123516,15.5088803957378,-0.653564078981061,25.7354579235179,662.313794533159,79.3069906352052,-4.48251690288086,11.8408203125,6,23,N2,S2,EEG_Features
121.1736334692,26.8440297835023,23.1157370045474,11.4268081096608,0.127064596393182,13.8429155902839,191.626312039724,8.60805290843084,0.574277552815173,13.18359375,10,45,N2,S2,EEG_Features
176.983074673738,31.09211467338,25.8732306743816,16.4640537725301,0.066378319081641,17.7657895838974,315.623279539317,9.9782688951438,0.443647461026077,12.0849609375,11,43,N2,S2,EEG_Features
131.66395126501,28.0823560961633,18.9093878749808,13.4221589838069,0.00598156567937479,16.6875024130604,278.472736785898,14.8594438350018,0.549213463920097,12.0849609375,7,27,N2,S2,EEG_Features
188.039896120945,27.0662776124221,35.3118624213317,25.884199353418,-0.705563894761158,47.9149966845635,2295.84690728173,340.761357378171,-10.9903537837326,22.5830078125,9,3,N2,S2,EEG_Features
292.52048578884,34.2092372262717,28.3012295047615,15.3365458115252,-0.221613713173426,17.0430829965643,290.466678027778,9.96855519797031,-0.682689785898249,11.962890625,9,42,N2,S2,EEG_Features
221.542571046998,31.5125453241892,30.4477001131705,17.859066692268,0.12005804814813,21.5503268404819,464.416586931596,69.5614181036699,2.6721721559757,12.5732421875,12,25,N2,S2,EEG_Features
302.498437656475,31.5451095958843,20.9243609535075,13.5817751625126,-0.683283033982915,28.9141107776259,836.025802060823,126.945838892321,-5.92726115003018,10.498046875,6,10,N2,S2,EEG_Features
133.845640980532,20.2765336936194,34.2748050985315,14.0172408311248,-0.869252577522677,32.0065842348811,1024.42143438454,292.440509547413,-11.0171645056774,11.962890625,8,6,N2,S2,EEG_Features
364.233759188337,31.1584501763974,39.4093050612763,16.7179454195003,0.0700245529648399,24.5598752877428,603.187474149482,44.7828186583568,1.18207233384919,10.8642578125,6,22,N2,S2,EEG_Features
345.031730756357,24.8688012009463,32.2074416197361,15.1165456749629,-0.0153716064867919,17.8378867837097,318.190204908445,8.07086113165716,0.196025318669,11.3525390625,5,49,N3,S2,EEG_Features
153.409088414205,36.9661107453323,22.8419169733496,14.4231061587163,-0.0390681826148022,20.7196804128315,429.305156409873,49.0000335745664,-0.577337309195517,12.0849609375,10,29,N2,S2,EEG_Features
155.291597493603,27.7932229752444,21.7921711399836,13.8063172265794,0.146834656925282,18.6185767372466,346.65139972074,65.9627747886585,2.62039439113629,13.427734375,9,27,N2,S2,EEG_Features
144.953387981678,24.9209362342832,25.8262457868115,11.0920565546415,-0.128150871563584,16.0160582382954,256.514121492469,24.9002901087925,-1.40344402717219,12.8173828125,7,36,N3,S2,EEG_Features
224.796950966798,38.4428193425559,28.6360761131045,15.2873497712779,0.506618858960624,24.2884591703115,589.929248867887,82.2469236271573,3.77456056842009,10.8642578125,7,7,N2,S2,EEG_Features
151.660388170292,27.1224053882736,27.804579970288,11.9130685990802,0.362247561776255,20.7377432201756,430.053993865938,75.1453816761067,4.14921521700633,12.6953125,9,23,N3,S2,EEG_Features
185.464639390696,27.7127814208216,23.9229879972807,11.3430159818349,-0.177614081384452,21.2986289340485,453.631594470286,32.9200004063846,-0.313785550664184,10.6201171875,12,22,N2,S2,EEG_Features
161.683476554799,24.639555268225,17.164622657654,13.5383766743376,0.94465472121402,37.7273250514921,1423.35105554094,257.933057314149,8.92442781011557,14.0380859375,5,4,Wake,S2,EEG_Features
120.879159127996,29.7887273606592,35.9340662221344,36.5718927671203,-0.0638422909286595,20.127157685987,405.102476516587,30.7754850442542,1.3934353262476,22.4609375,7,42,N2,S2,EEG_Features
72.509755879455,25.4910400587525,24.0533796086662,11.8317546632921,0.05126132760188,14.9018029326916,222.063730644775,4.71511567084706,-0.301954393569229,13.671875,9,48,N2,S2,EEG_Features
238.060750571852,28.2629544832793,25.2099370675269,14.4432760204604,-0.356531764693345,19.9563837885582,398.257253916229,37.9463138805613,-2.5596675954379,12.20703125,10,28,N2,S2,EEG_Features
167.690610655966,25.7324844902549,31.046167561709,16.5922552044854,-0.0926885460799035,21.8272869345216,476.430454921936,98.7363335106954,-2.26516098114867,13.671875,8,17,N2,S2,EEG_Features
206.653896153907,37.972800625101,32.978336535667,14.5503757973096,-0.702701657403106,26.5638417819266,705.63769021523,196.582669536076,-8.08264419306147,11.8408203125,10,11,N3,S2,EEG_Features
170.418615834691,41.0876084758345,22.8709677518754,15.0850832586622,-0.834002741595514,30.9499679725644,957.900517502764,161.539414479637,-7.26601692008952,11.71875,9,7,N2,S2,EEG_Features
308.547919645569,22.4613411666642,19.5318365873577,11.0030797004816,-0.313321343924293,18.7735101983449,352.444685167361,7.08778923978215,-0.221551258040346,10.009765625,10,37,N3,S2,EEG_Features
222.370694909357,31.3667828628242,30.2089541092248,15.8117010690577,-0.37023592804127,25.8977698506406,670.694483236749,62.6352178193054,-2.01791739103979,11.1083984375,9,12,N3,S2,EEG_Features
199.787421636648,25.5204745942294,17.4061993254434,13.1592217812064,0.315582057161085,22.9393383932194,526.213245918628,24.7940523349955,1.45227069366254,10.25390625,7,31,N3,S2,EEG_Features
193.195484137425,31.6804823403974,29.1903153404375,12.1998557859806,-0.00551892410910373,17.4906927263031,305.924332045951,4.5339897394424,0.0500603564913006,10.3759765625,9,42,N3,S2,EEG_Features
169.680436941655,30.1909297327165,25.0941967484372,14.0529065930428,0.0293169005805596,23.4462566585244,549.726951297401,62.6225146198675,-2.17756619085164,11.962890625,9,19,N3,S2,EEG_Features
223.964061650441,30.1825431688276,28.0723767887903,11.1582623690699,-0.426383062644028,24.0652182849078,579.134731100259,105.913047961957,-4.82064098293096,11.23046875,11,16,N3,S2,EEG_Features
229.095943425113,29.4899510320405,17.5130084440037,9.63007833348753,-0.235306634335847,19.1924220372017,368.349063654064,42.6001201732638,-2.41002859718651,10.25390625,11,28,N2,S2,EEG_Features
148.475952900063,27.0850359089832,22.0505199135988,12.5327337303908,0.635692847328435,24.8013246453778,615.105704165424,217.301200153993,8.27954644356331,11.8408203125,10,6,N3,S2,EEG_Features
248.406710071352,37.0194801761548,37.3954035918845,12.1342526451833,0.411220211498399,19.6823712552809,387.395738230707,17.7333395632427,1.02556496273998,10.3759765625,7,39,N3,S2,EEG_Features
165.213736693808,27.2825145486868,24.9508842425086,11.1716324747701,0.166636232366396,17.471635542926,305.258048544834,23.672976477505,1.36881038957902,11.5966796875,8,41,N3,S2,EEG_Features
313.467911894315,43.8334697273537,40.6411695633313,11.9777249674287,0.431190754907826,23.3160596493582,543.638637572431,43.6486814621481,2.49559109096323,10.6201171875,8,24,N3,S2,EEG_Features
248.496470236143,32.5235612482918,55.4469924214904,15.8247748784565,-0.876218137458707,42.1650167614757,1777.88863849553,318.442496879135,-10.2827003956917,15.0146484375,7,5,N3,S2,EEG_Features
427.081037006877,29.7146397669912,24.7473502526712,10.8779254806033,0.210643467597377,22.874165239571,523.227435407198,41.5632411659636,2.04672925782103,10.1318359375,6,28,N3,S2,EEG_Features
312.956923274652,38.9917500659443,41.0834268539376,16.4914315800694,0.389300380321119,27.6650021293132,765.352342814903,119.836507448691,4.69901986322992,11.23046875,8,9,N2,S2,EEG_Features
229.268997631095,27.9456923546222,15.2798770126916,15.3191971264786,-0.225770193901841,37.5276184383629,1408.32214565536,328.550096907092,-9.7889953991614,16.6015625,10,7,N3,S2,EEG_Features
385.082035590902,35.8649540647523,29.1367397350997,16.8014131163591,0.582993796388837,31.2517534534992,976.672093918299,185.132135815934,6.95785743035672,11.3525390625,7,4,N2,S2,EEG_Features
113.166121452839,30.1659782567981,15.1004231898424,12.2194915418276,0.048591219650424,14.2003255234596,201.649244972218,8.69464692263777,0.0822854859248631,13.18359375,10,35,N3,S2,EEG_Features
194.391259536889,28.0072979253353,20.9474463578046,12.0208102972611,0.0999891447703459,23.9568606751241,573.93117340731,92.3621207691325,-3.69097861504431,10.7421875,9,15,N2,S2,EEG_Features
153.809783829612,34.4530143387524,16.0646510393919,9.94484634913744,0.0890838173837174,14.7231607749563,216.771463205211,27.7656388213942,1.39865675424069,12.451171875,6,30,N3,S2,EEG_Features
407.456184891728,26.1929852425603,22.1266981324847,14.3480639475596,0.0978628324766605,22.6700803995735,513.932545323127,31.6799567462992,1.81456196611007,10.009765625,7,20,N2,S2,EEG_Features
168.930062713255,30.0294954461922,16.0643748964236,9.18449945280218,0.0874211749295436,15.5978430554605,243.292707982777,9.17721517209425,0.157735152722348,11.3525390625,9,37,N2,S2,EEG_Features
326.272345802027,40.1973467512992,31.6040180681921,14.1145672111909,0.206648117563982,20.2520634817509,410.146075268867,29.5189890366386,1.76649936354749,11.5966796875,4,34,N2,S2,EEG_Features
205.328546192044,35.5365173864404,32.8337739672815,18.893042791151,-0.11818316140771,36.1115746523423,1304.04582387169,155.778118908391,-2.3391379466547,12.8173828125,8,5,N2,S2,EEG_Features
360.804109859534,28.6046319737417,15.8877674123994,11.5189730267995,0.223131688657141,21.7434819842148,472.779008797874,3.4600923741097,-0.139449830532871,9.033203125,9,36,N2,S2,EEG_Features
122.655280204091,23.8474681929137,17.8133008616559,13.1343203490862,0.0463658895252061,22.0136048803544,484.598799828365,107.795116696994,0.557220860363928,12.5732421875,7,14,N2,S2,EEG_Features
372.439040449817,29.9913463715231,14.8572694550791,17.034444217229,0.171949976942114,30.5901128509616,935.755004234569,174.083143073869,5.26570888520911,11.3525390625,4,4,N2,S2,EEG_Features
82.7860820475756,22.3308997804395,14.3416247632508,11.2861724971043,-0.495931245792276,16.6212507241723,276.2659756358,55.6113820237963,-3.70797253482286,14.0380859375,8,26,N2,S2,EEG_Features
19.9677345472244,11.2575023170291,16.9829928420537,17.2454566226379,-0.246075485128305,15.8197898214069,250.265749993491,137.241626451018,-6.26203677424035,19.775390625,3,41,N2,S2,EEG_Features
55.3005186398161,16.0117076030368,16.666179527653,14.8388867034183,-0.139220510846467,11.2921216111545,127.512010481101,43.4866225943173,-2.00976003736296,16.6015625,12,51,N2,S2,EEG_Features
166.031592409863,29.9892901222169,21.5610809396077,18.2459186574251,0.00821812500693398,15.1399574481852,229.218311532859,6.7804592776403,-0.336523541751776,13.0615234375,8,48,N2,S2,EEG_Features
109.377064051089,23.9693789252049,21.9706338546702,14.1744120542962,0.0558717925212037,11.3312120160766,128.396365753279,5.25138776066104,0.291464008283083,15.2587890625,5,49,N2,S2,EEG_Features
64.2510099427311,22.2578470914791,12.7989017742752,11.8437466298565,0.346302978789505,18.697584618177,349.59967055389,226.53879392482,7.85188982594142,18.5546875,8,17,REM,S2,EEG_Features
49.2239388216621,24.4233516436893,26.540846872714,18.5182786643681,-0.0497305735664826,10.4821853421107,109.87620954636,11.0242975106338,-0.363831729603906,17.578125,6,56,N2,S2,EEG_Features
33.7638394744412,14.2270506804225,12.7877277633435,11.7961124692859,0.141006682331967,10.7147782946397,114.806473903282,48.2386987308544,2.75574994095617,18.310546875,9,46,REM,S2,EEG_Features
54.2498886158039,24.7415588526053,13.3479072915253,11.4777818757869,-0.208293911985603,14.5026768752514,210.327636547953,121.989383584137,-5.00254433894861,14.7705078125,12,25,REM,S2,EEG_Features
27.6179993766173,17.4314931931469,18.8486579430503,16.6963375561695,0.0541522360352058,13.3871782978097,179.216542777348,138.965963056884,4.53153567359477,19.287109375,8,37,REM,S2,EEG_Features
36.8409809520913,18.7123684750866,19.6270900427672,15.0495965034315,0.108587870372142,10.8258055942495,117.198066764483,40.9656484196627,2.45026397032664,16.9677734375,12,45,REM,S2,EEG_Features
34.4371194731542,14.6783413082276,14.9746756305356,13.8347240651218,-0.0994600001772659,10.4484785483411,109.170703975144,21.697497117507,-0.241193261765054,17.9443359375,6,60,REM,S2,EEG_Features
35.8113539985356,18.941660817123,12.8950928082127,12.5549804440737,0.105644261345901,11.1926381394504,125.275148520679,65.9559053518978,2.99054096001457,17.4560546875,9,43,REM,S2,EEG_Features
26.166744467195,11.5178396411738,14.2262707025572,10.9910128958874,-0.0958990759534499,10.3890613258363,107.932595231987,55.6688681188602,-1.82289957821494,18.06640625,9,50,REM,S2,EEG_Features
24.4916292550878,16.4737522781924,16.0483831866062,11.5466749686655,-0.00750967534102879,8.92296408449523,79.6192880531918,7.69451012771221,0.670486903250647,18.6767578125,10,44,REM,S2,EEG_Features
40.0640447687155,13.2432577301223,8.0506975059537,10.6148921567779,-0.198761422310969,13.6325155093874,185.845479113687,153.438909689435,-5.15117679853323,18.310546875,8,30,REM,S2,EEG_Features
29.6375293478461,9.4151862298756,8.96416583946427,10.7702473976266,-0.142958125254937,9.70314865491666,94.151093819411,41.984538072677,-2.04956577703859,18.1884765625,8,49,REM,S2,EEG_Features
12.7044312092957,7.49223263524461,10.9092351565234,13.2759751740841,0.0949482857510005,7.78899462910347,60.6684373322027,19.9348466307057,1.62534540239261,22.8271484375,8,43,REM,S2,EEG_Features
24.0468055095953,15.1273854386998,11.841047938849,12.4121532472897,-0.135790953720787,9.13232018031676,83.3992718758206,17.721738867153,-0.911504625052891,19.1650390625,7,61,REM,S2,EEG_Features
37.0417559837245,12.6636032245417,12.6713819564669,10.162935325564,-0.285388301589363,12.3488426816055,152.493915575042,77.787321991084,-3.77688067874269,18.06640625,6,36,REM,S2,EEG_Features
35.4693555139129,13.0412698479725,21.1741624072808,26.5542010942509,-0.022654970619109,9.9516882792329,99.0360996070214,16.6081950750696,0.754532048903528,20.751953125,8,44,REM,S2,EEG_Features
15.8280943493141,9.83959957264415,11.7514768055404,10.7439268257031,-0.0441105132443215,8.73212991177485,76.2500927961131,33.9160307907706,-0.823552961744591,20.1416015625,11,53,REM,S2,EEG_Features
25.5086766094599,12.6415247691152,11.0783324485491,11.8655594952769,0.00340583851425548,8.12966621240059,66.0914727250478,4.44125039923253,0.391681747415116,18.9208984375,9,55,REM,S2,EEG_Features
